search,Title,Price,Sale,URL
canon,Canon VIXIA HF R40 8GB HD Camcorder,84.99,N/A,https://www.goodwillfinds.com//electronics/cameras-and-photography/camcorders/canon-vixia-hf-r40-8gb-hd-camcorder/10014-0001-31047.html
canon,Canon VIXIA HF R52 32GB HD Camcorder,99.99,N/A,https://www.goodwillfinds.com//electronics/cameras-and-photography/camcorders/canon-vixia-hf-r52-32gb-hd-camcorder/10014-0001-33536.html
canon,Canon AE-1 35mm SLR Camera with Lens,132.99,"Discount:
(5% OFF)",https://www.goodwillfinds.com//electronics/cameras-and-photography/film-and-polaroid-cameras/canon-ae-1-35mm-slr-camera-with-lens/10014-0001-14053.html
canon,Canon T50 35mm SLR Camera with Lens,28.49,"Discount:
(5% OFF)",https://www.goodwillfinds.com//electronics/cameras-and-photography/film-and-polaroid-cameras/canon-t50-35mm-slr-camera-with-lens/10014-0001-14047.html
canon,Canon Sure Shot 35mm Point & Shoot Camera,75.99,"Discount:
(5% OFF)",https://www.goodwillfinds.com//electronics/cameras-and-photography/film-and-polaroid-cameras/canon-sure-shot-35mm-point-and-shoot-camera/10014-0001-10520.html
canon,Canon Sure Shot 35mm Point & Shoot Camera,42.74,"Discount:
(5% OFF)",https://www.goodwillfinds.com//electronics/cameras-and-photography/film-and-polaroid-cameras/canon-sure-shot-35mm-point-and-shoot-camera/10014-0001-13603.html
canon,Not Tested Canon AiAF PowerShot A75 Camera,36.99,N/A,https://www.goodwillfinds.com//electronics/cameras-and-photography/digital-cameras/not-tested-canon-aiaf-powershot-a75-camera/10015-0001-1111.html
canon,Canon PowerShot SX150 IS 14.1MP Digital Camera,49.99,N/A,https://www.goodwillfinds.com//electronics/cameras-and-photography/digital-cameras/canon-powershot-sx150-is-14.1mp-digital-camera/10014-0001-33596.html
canon,Canon YH17x7KRS12U YH17x7 7-119mm BCTV Zoom Lens,23.65,"Discount:
(15% OFF)",https://www.goodwillfinds.com//electronics/cameras-and-photography/accessories/canon-yh17x7krs12u-yh17x7-7-119mm-bctv-zoom-lens/10014-0000-303887.html
canon,"Canon Compact Photo Printer, SELPHY CD740 Untested",26.77,"Discount:
(4% OFF)",https://www.goodwillfinds.com//electronics/computers-and-tablets/accessories/canon-compact-photo-printer%2C-selphy-cd740-untested/10012-0000-229099.html
canon,Canon EOS Rebel T2 SLR Film Camera,40.0,N/A,https://www.goodwillfinds.com//electronics/cameras-and-photography/film-and-polaroid-cameras/canon-eos-rebel-t2-slr-film-camera/10011-0001-17773.html
canon,Vintage Canon AE-1 SLR Camera w/ Accessories,161.49,"Discount:
(5% OFF)",https://www.goodwillfinds.com//electronics/cameras-and-photography/film-and-polaroid-cameras/vintage-canon-ae-1-slr-camera-w%2F-accessories/10014-0001-12922.html
canon,Vintage Canon AE-1 SLR Camera w/ Accessories,161.49,"Discount:
(5% OFF)",https://www.goodwillfinds.com//electronics/cameras-and-photography/film-and-polaroid-cameras/vintage-canon-ae-1-slr-camera-w%2F-accessories/10014-0001-12932.html
canon,Canon HG10 2.96MP 40GB HD Camcorder w/ Accessories,99.99,N/A,https://www.goodwillfinds.com//electronics/cameras-and-photography/camcorders/canon-hg10-2.96mp-40gb-hd-camcorder-w%2F-accessories/10014-0001-22229.html
canon,Canon 3ccD Digital Video Camcorder GL1 NTSC - Untested,149.99,N/A,https://www.goodwillfinds.com//electronics/cameras-and-photography/accessories/canon-3ccd-digital-video-camcorder-gl1-ntsc---untested/10012-0001-5769.html
canon,CANON ZR70 MC Mini DV Digital Camcorder UNTESTED,25.49,N/A,https://www.goodwillfinds.com//electronics/cameras-and-photography/camcorders/canon-zr70-mc-mini-dv-digital-camcorder-untested/10012-0000-248559.html
canon,Canon E06A Canonvision 8 8mm Video Camera & Recorder,32.99,N/A,https://www.goodwillfinds.com//electronics/cameras-and-photography/camcorders/canon-e06a-canonvision-8-8mm-video-camera-and-recorder/10011-0001-13888.html
canon,Canon EF-S Zoom 18-55mm f/3.5-5.6 Camera Lens,29.99,N/A,https://www.goodwillfinds.com//electronics/cameras-and-photography/accessories/canon-ef-s-zoom-18-55mm-f%2F3.5-5.6-camera-lens/10014-0001-22219.html
canon,Canon PowerShot SX50 HS 12.1MP Digital Bridge Camera,139.99,N/A,https://www.goodwillfinds.com//electronics/cameras-and-photography/digital-cameras/canon-powershot-sx50-hs-12.1mp-digital-bridge-camera/10014-0001-10242.html
canon,Canon EOS Rebel XSi Digital SLR Camera DS126181,79.99,"Discount:
(20% OFF)",https://www.goodwillfinds.com//electronics/cameras-and-photography/digital-cameras/canon-eos-rebel-xsi-digital-slr-camera-ds126181/10011-0000-559432.html
canon,Canon Power Shot S5IS Digital Camera PC1234 in Case,75.0,N/A,https://www.goodwillfinds.com//electronics/cameras-and-photography/digital-cameras/canon-power-shot-s5is-digital-camera-pc1234-in-case/10011-0001-9555.html
canon,Canon EOS Digital Rebel DS6041 (Camera Body Only),22.99,N/A,https://www.goodwillfinds.com//electronics/cameras-and-photography/digital-cameras/canon-eos-digital-rebel-ds6041-camera-body-only/10011-0001-14591.html
canon,Canon PowerShot SD940 IS 12.1MP Digital ELPH Camera,109.99,N/A,https://www.goodwillfinds.com//electronics/cameras-and-photography/digital-cameras/canon-powershot-sd940-is-12.1mp-digital-elph-camera/10014-0001-24744.html
canon,Canon PowerShot SD780 IS 12.1MP Digital ELPH Camera,99.99,N/A,https://www.goodwillfinds.com//electronics/cameras-and-photography/digital-cameras/canon-powershot-sd780-is-12.1mp-digital-elph-camera/10014-0001-15139.html
canon,Canon EOS Rebel 35mm Film Camera w/ Accessories,49.99,N/A,https://www.goodwillfinds.com//electronics/cameras-and-photography/film-and-polaroid-cameras/canon-eos-rebel-35mm-film-camera-w%2F-accessories/10013-0001-0618.html
canon,Canon AT-1 SLR 35mm Film Camera With Lens,116.99,N/A,https://www.goodwillfinds.com//electronics/cameras-and-photography/film-and-polaroid-cameras/canon-at-1-slr-35mm-film-camera-with-lens/10013-0001-33638.html
canon,Canon EOS 630 35mm SLR Camera with Lens,79.99,N/A,https://www.goodwillfinds.com//electronics/cameras-and-photography/film-and-polaroid-cameras/canon-eos-630-35mm-slr-camera-with-lens/10014-0001-23511.html
canon,Canon EOS Rebel S 2 35mm Film Camera,24.99,N/A,https://www.goodwillfinds.com//electronics/cameras-and-photography/film-and-polaroid-cameras/canon-eos-rebel-s-2-35mm-film-camera/10013-0001-0086.html
canon,Canon Canonet G III QL17 35mm Film Camera,99.99,N/A,https://www.goodwillfinds.com//electronics/cameras-and-photography/film-and-polaroid-cameras/canon-canonet-g-iii-ql17-35mm-film-camera/10013-0001-1623.html
canon,Canon EFS 18-55mm 1:3.5-5.6 Zoom Camera Lens,26.0,"Discount:
(11% OFF)",https://www.goodwillfinds.com//electronics/cameras-and-photography/accessories/canon-efs-18-55mm-13.5-5.6-zoom-camera-lens/10014-0000-326990.html
canon,Canon FD 35-70mm 1:4 Zoom Camera Lens,44.99,"Discount:
(5% OFF)",https://www.goodwillfinds.com//electronics/cameras-and-photography/accessories/canon-fd-35-70mm-14-zoom-camera-lens/10014-0001-2024.html
canon,Canon FD 85mm 1:1.8 Portrait Camera Lens,206.99,"Discount:
(5% OFF)",https://www.goodwillfinds.com//electronics/cameras-and-photography/accessories/canon-fd-85mm-11.8-portrait-camera-lens/10014-0001-1308.html
canon,Canon FD 200mm 1:4 S.S.C. Camera Lens,47.49,"Discount:
(5% OFF)",https://www.goodwillfinds.com//electronics/cameras-and-photography/accessories/canon-fd-200mm-14-s.s.c.-camera-lens/10014-0001-13581.html
canon,Canon Zoom FD 75-200MM 1:4.5 Camera Lens,33.24,"Discount:
(5% OFF)",https://www.goodwillfinds.com//electronics/cameras-and-photography/accessories/canon-zoom-fd-75-200mm-14.5-camera-lens/10014-0001-9096.html
canon,Canon FD 100mm 1:2.8 Portrait Camera Lens,94.99,"Discount:
(5% OFF)",https://www.goodwillfinds.com//electronics/cameras-and-photography/accessories/canon-fd-100mm-12.8-portrait-camera-lens/10014-0001-13399.html
canon,Canon Pixma | MG6821 | CYMK Wireless Print-Copy-Scanner,23.74,"Discount:
(5% OFF)",https://www.goodwillfinds.com//electronics/computers-and-tablets/accessories/canon-pixma-mg6821-cymk-wireless-print-copy-scanner/10012-0001-3381.html
mamiya,Auto Mamiya/Sekor SX 50mm F2 M42 Screw Mount Camera Lens,28.49,"Discount:
(5% OFF)",https://www.goodwillfinds.com//electronics/cameras-and-photography/accessories/auto-mamiya%2Fsekor-sx-50mm-f2-m42-screw-mount-camera-lens/10014-0001-14468.html
mamiya,Mamiya RZ67 Pro Winder II Motor Drive _ Untested,42.0,N/A,https://www.goodwillfinds.com//electronics/computers-and-tablets/accessories/mamiya-rz67-pro-winder-ii-motor-drive-_-untested/10012-0001-5768.html
mamiya,Mamiya/Sekor 1000 DTL SLR Camera Body For Parts/Repair,25.5,N/A,https://www.goodwillfinds.com//electronics/cameras-and-photography/film-and-polaroid-cameras/mamiya%2Fsekor-1000-dtl-slr-camera-body-for-parts%2Frepair/10012-0000-233103.html
mamiya,Mamiya Super Deluxe 35mm Film Camera W/ 48mm Lens & Case,84.99,"Discount:
(15% OFF)",https://www.goodwillfinds.com//electronics/cameras-and-photography/film-and-polaroid-cameras/mamiya-super-deluxe-35mm-film-camera-w%2F-48mm-lens-and-case/10013-0000-320762.html
mamiya,Mamiya MSX 1000 SLR 35mm Film Camera W/ 50mm Lens,42.49,"Discount:
(15% OFF)",https://www.goodwillfinds.com//electronics/cameras-and-photography/film-and-polaroid-cameras/mamiya-msx-1000-slr-35mm-film-camera-w%2F-50mm-lens/10013-0000-340548.html
mamiya,Auto Mamiya Sekor Zoom ES 90=230mm f14.5 SLR Camera Lens,84.99,"Discount:
(15% OFF)",https://www.goodwillfinds.com//electronics/cameras-and-photography/accessories/auto-mamiya-sekor-zoom-es-90230mm-f14.5-slr-camera-lens/10013-0000-123982.html
mamiya,Vintage Mamiya/Sekor 500 TL 35mm Film Camera with 50mm f/2 Lens,38.24,"Discount:
(4% OFF)",https://www.goodwillfinds.com//electronics/cameras-and-photography/film-and-polaroid-cameras/vintage-mamiya%2Fsekor-500-tl-35mm-film-camera-with-50mm-f%2F2-lens/10012-0000-230140.html
mamiya,Tour Edge Bazooka HT Max Draw 12° Driver UST Mamiya 65 Series Graphite RH,39.99,N/A,https://www.goodwillfinds.com//sports-equipment/tour-edge-bazooka-ht-max-draw-12%C2%B0-driver-ust-mamiya-65-series-graphite-rh/10013-0001-30804.html
